tipo,x,y,t
odom,-0.5045359134674072,18.488306045532227,
odom,-0.49504050612449646,18.503271102905273,
odom,-0.4867841899394989,18.516189575195312,
odom,-0.47719648480415344,18.531524658203125,
odom,-0.46746206283569336,18.54742431640625,
odom,-0.4588159918785095,18.560970306396484,
odom,-0.45055460929870605,18.574127197265625,
odom,-0.4416505992412567,18.589210510253906,
odom,-0.4312841296195984,18.606836318969727,
odom,-0.42307719588279724,18.620895385742188,
odom,-0.4113508462905884,18.640310287475586,
odom,-0.4030868709087372,18.654125213623047,
odom,-0.3935779333114624,18.669498443603516,
odom,-0.3847643733024597,18.68437957763672,
odom,-0.3755093812942505,18.69936180114746,
odom,-0.3639710545539856,18.718215942382812,
odom,-0.3549557626247406,18.733013153076172,
odom,-0.34547603130340576,18.748918533325195,
odom,-0.33489593863487244,18.76678466796875,
odom,-0.32650086283683777,18.781696319580078,
odom,-0.3184899091720581,18.79605484008789,
odom,-0.3109093904495239,18.809972763061523,
odom,-0.30315303802490234,18.82485580444336,
odom,-0.2953224182128906,18.840065002441406,
odom,-0.28805026412010193,18.854827880859375,
odom,-0.28124698996543884,18.86819839477539,
odom,-0.2708786427974701,18.88763999938965,
odom,-0.26283618807792664,18.902679443359375,
odom,-0.2552459239959717,18.917428970336914,
odom,-0.24842312932014465,18.930936813354492,
odom,-0.2408779263496399,18.94589614868164,
odom,-0.23351968824863434,18.960689544677734,
odom,-0.226235032081604,18.97563934326172,
odom,-0.21813717484474182,18.992286682128906,
odom,-0.21056783199310303,19.008285522460938,
odom,-0.20353688299655914,19.02355194091797,
odom,-0.1971966177225113,19.03798484802246,
odom,-0.19000163674354553,19.05413818359375,
odom,-0.1831865757703781,19.069730758666992,
odom,-0.17411388456821442,19.091773986816406,
odom,-0.16831977665424347,19.105804443359375,
odom,-0.16227522492408752,19.119997024536133,
odom,-0.15550591051578522,19.13753890991211,
odom,-0.14978039264678955,19.151485443115234,
odom,-0.14390921592712402,19.166339874267578,
odom,-0.1379348635673523,19.18144989013672,
odom,-0.13155142962932587,19.19788932800293,
odom,-0.12607084214687347,19.212709426879883,
odom,-0.12029322236776352,19.230138778686523,
odom,-0.1150689348578453,19.246984481811523,
odom,-0.11054443567991257,19.261377334594727,
odom,-0.10527712106704712,19.278261184692383,
odom,-0.10073940455913544,19.292938232421875,
odom,-0.09490688145160675,19.310712814331055,
odom,-0.08900546282529831,19.32854652404785,
odom,-0.08301475644111633,19.34636878967285,
odom,-0.07804390788078308,19.361112594604492,
odom,-0.07200764864683151,19.379180908203125,
odom,-0.06576752662658691,19.398792266845703,
odom,-0.06105748936533928,19.413862228393555,
odom,-0.055527642369270325,19.431325912475586,
odom,-0.05063600838184357,19.446552276611328,
odom,-0.045845646411180496,19.461788177490234,
odom,-0.04103737324476242,19.47762107849121,
odom,-0.036301445215940475,19.49386215209961,
odom,-0.031005512923002243,19.51258659362793,
odom,-0.026679199188947678,19.52755355834961,
odom,-0.02155744470655918,19.545452117919922,
odom,-0.017300430685281754,19.560453414916992,
odom,-0.01286374032497406,19.57562255859375,
odom,-0.007973156869411469,19.592079162597656,
odom,-0.00339877768419683,19.6066837310791,
odom,0.0011015444761142135,19.621780395507812,
odom,0.005202059634029865,19.637645721435547,
odom,0.008944937027990818,19.652379989624023,
odom,0.013162354938685894,19.6699161529541,
odom,0.018195832148194313,19.689420700073242,
odom,0.022930888459086418,19.706693649291992,
odom,0.02731742523610592,19.722644805908203,
odom,0.03160946071147919,19.737911224365234,
odom,0.03712957352399826,19.756277084350586,
odom,0.04225846379995346,19.771526336669922,
odom,0.048253174871206284,19.786367416381836,
odom,0.05567985400557518,19.802724838256836,
odom,0.06361781060695648,19.8189754486084,
odom,0.07288143038749695,19.83734703063965,
odom,0.08121341466903687,19.85383415222168,
odom,0.08938974142074585,19.869752883911133,
odom,0.0976298600435257,19.885149002075195,
odom,0.10476468503475189,19.898347854614258,
odom,0.11325997114181519,19.9122257232666,
odom,0.12184088677167892,19.926029205322266,
odom,0.1301981508731842,19.93922233581543,
odom,0.14109636843204498,19.954891204833984,
odom,0.15116773545742035,19.9687442779541,
odom,0.16040760278701782,19.980754852294922,
odom,0.17370721697807312,19.996530532836914,
odom,0.1854979246854782,20.00983238220215,
odom,0.1984032243490219,20.023719787597656,
odom,0.21305730938911438,20.03920555114746,
odom,0.22370415925979614,20.050384521484375,
odom,0.23770835995674133,20.06464958190918,
odom,0.2495863288640976,20.077392578125,
odom,0.26110580563545227,20.08956527709961,
odom,0.2737266421318054,20.10260581970215,
odom,0.2885904312133789,20.1184139251709,
odom,0.2927062213420868,20.13587760925293,
