ronda,llego_meta,tiempo_s,long_ruta_cm,long_optima_cm,eficiencia,colisiones,pare_reales,pare_detectados,pare_respetados,pare_falsos,dead_ends_visitados,karpinchus_rodeados
1,No,182.31,523.2,,,,,0,0,0,12,0
